"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR20727815"	"1"	"PRJNA864618"	"SAMN30076275"	"Histone deacetylase inhibitors (HDACi) enhance oncolytic herpes simplex virus in malignant meningioma."	"The goal of the study was to determine whether low dose HDACi sensitizes human malignant meningioma cells to the cytotoxic capacity of oncolytic herpes simplex virus G47delta. RNA sequencing was used to examine transcriptomic changes mediated by HDACi preexposure before oncolytic virus infection.Overall design: RNAseq data for CH-157 cells (CH) and IOMM-Lee cells (IOMM). Cells were untreated control (C; 1 and 2), or treated with G47delta (G; 3 and 4), Panobinostat (P, 5 and 6), or TrichostatinA (T, 7 and 8), Panobinostat and G47delta (P_G, 9 and 10), and TrichostatinA and G47delta (T_G, 11 and 12) before RNA extraction. Samples were labeled as CH1, CH2, CH3, CH4, CH5, CH6, CH7, CH8, CH9, CH10, CH11 CH12."	"PubMed:36271587"	"SRS14375610"	"RNA-Seq"	"NEUROSURGERY, MASSACHUSETTS GENERAL HOSPITAL"	"SRX16748246"	"GSM6423024"	"Homo sapiens"	""	""	""	""	"cell_type"	"meningioma"	"meningioma"	"DOID_3565"	""	""	""	""	"273"	"938818"	"15727"	"99226797"	"39"	"10584310"	"2360"	"481013080"	"Illumina HiSeq 2500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"GSM6423024"	"ILLUMINA"	"SRP389045"	"2022-08-02T00:00:00"	"2480"	"300"	"7928"	""	""	"0"	""	""	""	""
"SRR5765624"	"1"	"PRJNA392299"	"SAMN07290471"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322706"	"ATAC-seq"	"GEO"	"SRX2965231"	"GSM2688935"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"157"	"91619"	"3312"	"6033171"	"47"	"2352455"	"872"	"109369376"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"517"	"139"	"1144"	""	""	"0"	""	""	""	""
"SRR8889170"	"1"	"PRJNA532584"	"SAMN11404301"	"Total and newly transcribed (4sU-RNA) RNA of primary human fibroblasts infected with the vhs-null mutant of HSV-1"	"Primary human foreskin fibroblasts (HFF) were infected with vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013.Overall design: Primary human foreskin fibroblasts (HFF) were infected with the vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013 and Rutkowski et al. 2015."	"PubMed:33148793"	"SRS4616935"	"RNA-Seq"	"GEO"	"SRX5674876"	"GSM3720779"	"Homo sapiens"	""	""	""	""	"infection with"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"191"	"500455"	"8072"	"43575683"	"46"	"7769123"	"1864"	"368176460"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP192356"	"2020-10-26T00:00:00"	"2485"	"152"	"6855"	""	""	"0"	""	""	""	""
"ERR2675615"	"1"	"PRJEB27501"	"SAMEA4771342"	"The histone chaperone HIRA cooperates with PML-NBs to activate host innate immune defences in response to HSV-1 infection"	"Host innate immune defences play critical roles in restricting the propagation and pathogenesis of invading viral pathogens. Here we show that the histone H3.3 chaperone HIRA (histone cell cycle regulator) cooperates with promyelocytic leukaemia nuclear bodies (PML-NBs) to mediate the induction of innate immune defences in response to herpes simplex virus 1 (HSV-1) infection. Under conditions that activate innate immune signalling, HIRA relocalized from the nuclear matrix to PML-NBs in a Janus-Associated Kinase (JAK), Cyclin Dependent Kinase (CDK), and Sp100-dependent manner. RNA-seq analysis revealed that HIRA was required to promote the transcription induction of a broad repertoire of host genes implicated in the regulation of innate immunity to HSV-1 infection, including MHC-I antigen presentation, cytokine signalling, and interferon stimulated gene (ISG) products. ChIP-seq analysis revealed that PML, the principle scaffolding protein of PML-NBs, was required for the efficient enrichment of HIRA directly onto ISGs, identifying a role for PML in the HIRA-dependent regulation of innate immune defences to virus infection. Our data identifies independent roles for HIRA to mediate both the intrinsic repression of viral gene expression and induction of innate immune defences that restrict the initiation and propagation of HSV-1, respectively. These intracellular host defences are antagonized by the HSV-1 ubiquitin ligase ICP0, which mediates the disruption of PML-NBs from the outset of nuclear infection. Our study highlights the importance of histone chaperones to regulate multiple phases of host immunity to virus infection, findings that are likely to be highly pertinent in the cellular restriction of many clinically important viral pathogens."	"PMC:6472835,7761193"	"ERS2591298"	"RNA-Seq"	"MRC-UNIVERSITY OF GLASGOW CENTRE FOR VIRUS RESEARC"	"ERX2690669"	"SAMEA4771342"	"Homo sapiens"	"-95.26556"	"38.95154"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"221"	"42953"	"4611"	"4605219"	"42"	"1276986"	"1311"	"57152237"	"NextSeq 500"	"SINGLE"	"Oligo-dT"	"TRANSCRIPTOMIC"	"unspecified"	"ILLUMINA"	"ERP109583"	"2018-09-06T00:00:00"	"1022"	"75"	"2621"	""	""	"14"	"0.96"	"1"	"0.57"	"0.99"
"SRR1647851"	"1"	"PRJNA265200"	"SAMN03152123"	"Human alphaherpesvirus 1 Genome sequencing"	"We are using Illumina deep sequencing to explore and define the genetic variability of HSV-1 in order to understand how these differences affect phenotype."	""	"SRS742251"	"WGS"	"PENNSYLVANIA STATE UNIVERSITY"	"SRX757055"	"HSV1_strain_166plus"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"40"	"24218"	"1356"	"1098884"	"52"	"753589"	"619"	"33674275"	"Illumina MiSeq"	"PAIRED"	"unspecified"	"GENOMIC"	"HSV1 strain 166plus library 1"	"ILLUMINA"	"SRP049673"	"2018-08-31T00:00:00"	"842"	"395"	"3257"	"Pathogen.cl"	""	"0"	""	""	""	""
"SRR24186808"	"1"	"PRJNA955802"	"SAMN34192075"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329729"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984196"	"p19_U2OS2.6"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"166"	"1153666"	"13432"	"111164649"	"83"	"9994962"	"811"	"641742239"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p19_U2OS2.6"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"986"	"232"	"2534"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR22103112"	"1"	"PRJNA891949"	"SAMN31362153"	"deep genome skimming of some pyrus samples Raw sequence reads"	"deep genome skimming of some pyrus samples"	""	"SRS15587041"	"WGS"	"CHINESE ACADEMY OF SCIENCES"	"SRX18083091"	"Py77"	"Pyrus"	""	""	""	""	""	""	""	""	""	""	""	""	"205"	"4141608"	"21379"	"494585186"	"107"	"21418069"	"3363"	"1496272131"	"Illumina NovaSeq 6000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Py77"	"ILLUMINA"	"SRP405385"	"2023-09-14T00:00:00"	"2369"	"292"	"7492"	"Plant"	""	"0"	""	""	""	""
"SRR180602"	"1"	""	"SAMN00255382"	""	""	""	"SRS184471"	"WGS"	"PUBLIC HEALTH AGENCY OF CANADA"	"SRX056770"	"7862"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"331"	"4588"	"8423"	"954605"	"47"	"68980"	"550"	"3597996"	"454 GS FLX Titanium"	"SINGLE"	"RANDOM"	"GENOMIC"	"7862"	"LS454"	"SRP006376"	"2011-06-13T00:00:00"	"56"	"496"	"24"	""	""	"0"	""	""	""	""
"SRR11959313"	"1"	"PRJNA338711"	"SAMN15181521"	"The Latency-Associated Transcript Locus of Herpes Simplex Virus 1 is a Virulence Determinant in Human Skin"	"HSV-1 genome sequencing performed on extracted nucleocapsid DNA from infected Vero cells; HSV-1 transcriptome in human skin xenografts implanted into SCID mice or in skin explants grown in tissue culture by total and 3' end specific (3SEQ) RNA-seq"	"PMC:7794027"	"SRS6802170"	"WGS"	"STANFORD UNIVERSITY"	"SRX8503527"	"HSV-1 m2kb-S genome sequence"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"34"	"84018"	"3186"	"3411930"	"34"	"1115495"	"436"	"42313534"	"Illumina MiSeq"	"PAIRED"	"RANDOM"	"GENOMIC"	"m2kb-S DNA"	"ILLUMINA"	"SRP081506"	"2020-12-14T00:00:00"	"528"	"311"	"928"	"Pathogen.cl"	""	"0"	""	""	""	""
"SRR8730362"	"1"	"PRJNA527126"	"SAMN11128290"	"Transcription start site profiling of HSV-1 infected cells using cRNA-seq and dRNA-seq"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. Sequencing libraries were prepared using the cRNA-seq and dRNA-seq protocol from the indicated time points of infection.Overall design: HFF were infected with HSV-1 strain 17. Transcription start sites were enriched using the cRNA-seq and dRNA-seq protocol on total cellular RNA. Two independent biological replicates were analysed."	"PubMed:32341360"	"SRS4490083"	"OTHER"	"GEO"	"SRX5523346"	"GSM3671398"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"307806"	"420"	"10391143"	"37"	"7327196"	"68"	"271364919"	"Illumina HiSeq 2000"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP188458"	"2020-04-10T00:00:00"	"764"	"49"	"1146"	""	""	"0"	""	""	""	""
"SRR5765628"	"1"	"PRJNA392299"	"SAMN07290470"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322707"	"ATAC-seq"	"GEO"	"SRX2965232"	"GSM2688936"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"177"	"130477"	"12268"	"10277406"	"53"	"4408809"	"1015"	"218823310"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"787"	"133"	"2030"	""	""	"0"	""	""	""	""
"SRR1647853"	"1"	"PRJNA265200"	"SAMN03152125"	"Human alphaherpesvirus 1 Genome sequencing"	"We are using Illumina deep sequencing to explore and define the genetic variability of HSV-1 in order to understand how these differences affect phenotype."	""	"SRS742253"	"WGS"	"PENNSYLVANIA STATE UNIVERSITY"	"SRX757057"	"HSV1_strain_Fsyn"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"52"	"6947"	"1315"	"381701"	"36"	"232791"	"979"	"9089557"	"Illumina HiSeq 2000"	"PAIRED"	"unspecified"	"GENOMIC"	"HSV1 strain Fsyn library 1"	"ILLUMINA"	"SRP049673"	"2018-08-31T00:00:00"	"857"	"153"	"1706"	"Pathogen.cl"	""	"0"	""	""	""	""
