"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"ERR4277253"	"1"	"PRJEB38829"	"SAMEA6999490"	"Decoding the architecture of the varicella-zoster virus transcriptome"	"Varicella-zoster virus (VZV), a double-stranded DNA virus, causes varicella, establishes lifelong latency in ganglionic neurons, and reactivates later in life to cause herpes zoster, commonly associated with chronic pain. The VZV genome is densely packed and produces multitudes of overlapping transcripts deriving from both strands. While 71 distinct open reading frames (ORFs) have thus far been experimentally defined, the full coding potential of VZV remains unknown. Here, we integrated multiple short-read RNA sequencing approaches with long-read direct RNA sequencing on RNA isolated from VZV-infected cells to provide a comprehensive reannotation of the lytic VZV transcriptome architecture. Through precise mapping of transcription start sites, splice junctions, and polyadenylation sites, we identified 136 distinct polyadenylated VZV RNAs that encode canonical ORFs, non-canonical ORFs, and ORF fusions, as well as putative non-coding RNAs (ncRNAs). Furthermore, we determined the kinetic class of all VZV transcripts and observed, unexpectedly, that transcripts encoding the ORF62 protein, previously designated as immediate-early, were expressed with late kinetics. Our work showcases the complexity of the VZV transcriptome and provides a comprehensive resource that will facilitate future functional studies of coding RNAs, ncRNAs, and the biological mechanisms underlying the regulation of viral transcription and translation during lytic VZV infection."	"PMC:7542360"	"ERS4767571"	"OTHER"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX4231880"	"SAMEA6999490"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"172"	"39700"	"2641"	"3145299"	"35"	"2299151"	"730"	"89120224"	"NextSeq 550"	"SINGLE"	"CAGE"	"TRANSCRIPTOMIC"	"pOKA-ARPE19-CAGE-biorep1"	"ILLUMINA"	"ERP122280"	"2020-08-01T00:00:00"	"780"	"75"	"1829"	""	""	"22"	"0.98"	"1"	"0.66"	"1"
"ERR6752379"	"1"	"PRJEB42868"	"SAMEA9957672"	"Reannotation of the simian varicella virus lytic transcriptome and characterization of the latency-associated transcript"	"Varicella-zoster virus (VZV), an endemic human alphaherpesvirus, causes varicella and establishes lifelong latency in the neurons of the dorsal root and trigeminal ganglia. Later in life, reactivation from latency results in herpes zoster, a condition that is often complicated by untreatable debilitating chronic pain in the affected dermatome. Since VZV is highly species-specific, no small animal models exist that fully recapitulate the viral life cycle. Simian varicella virus (SVV) is the closest known relative of VZV and experimental infection of non-human primates with SVV recapitulates all features of human VZV disease, thus providing an opportunity to study the pathogenesis of VZV disease and latency in vivo. SVV and VZV genomes are co-linear, similar in size and share most open reading frames. The SVV transcriptome is currently annotated based on homology to VZV, likely underestimating complexity and differences between the two viruses. Here, we use direct long-read RNA sequencing to redefine the SVV transcriptome during in vitro and in vivo lytic infection, and reveal previously unrecognized isoforms, splicing events and fusion transcripts, of which some are conserved with VZV. Furthermore, we characterized the SVV homologue of the VZV latency-associated transcript (VLT), that, similar its VZV homologue is located antisense the immediate-early gene ORF61, multiply spliced and exists in many different isoforms during lytic infection, whereas a single dominant form is found during in vivo latency. In summary, this works contributes to understanding the molecular biology of SVV infection, thereby providing a solid basis for further studies into the pathogenesis of lytic and latent infection of both SVV and VZV."	""	"ERS7635976"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX6376325"	"SAMEA9957672"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"242"	"1730240"	"3143"	"254046841"	"97"	"8390207"	"1160"	"548670730"	"Illumina MiSeq"	"PAIRED"	"RANDOM"	"GENOMIC"	"EMC1-VLTstop"	"ILLUMINA"	"ERP126789"	"2021-09-28T00:00:00"	"1155"	"600"	"2126"	""	""	"22"	"0.98"	"1"	"0.66"	"1"
"ERR244055"	"1"	"PRJEB2768"	"SAMEA1709560"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074884"	"WGS"	"SC"	"ERX218589"	"SAMEA1709560"	"Human alphaherpesvirus 3"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"42"	"34067"	"3031"	"1768331"	"35"	"681806"	"884"	"27353647"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674284"	"ILLUMINA"	"ERP001026"	"2013-06-13T00:00:00"	"550"	"200"	"892"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"ERR6752382"	"1"	"PRJEB42868"	"SAMEA9957674"	"Reannotation of the simian varicella virus lytic transcriptome and characterization of the latency-associated transcript"	"Varicella-zoster virus (VZV), an endemic human alphaherpesvirus, causes varicella and establishes lifelong latency in the neurons of the dorsal root and trigeminal ganglia. Later in life, reactivation from latency results in herpes zoster, a condition that is often complicated by untreatable debilitating chronic pain in the affected dermatome. Since VZV is highly species-specific, no small animal models exist that fully recapitulate the viral life cycle. Simian varicella virus (SVV) is the closest known relative of VZV and experimental infection of non-human primates with SVV recapitulates all features of human VZV disease, thus providing an opportunity to study the pathogenesis of VZV disease and latency in vivo. SVV and VZV genomes are co-linear, similar in size and share most open reading frames. The SVV transcriptome is currently annotated based on homology to VZV, likely underestimating complexity and differences between the two viruses. Here, we use direct long-read RNA sequencing to redefine the SVV transcriptome during in vitro and in vivo lytic infection, and reveal previously unrecognized isoforms, splicing events and fusion transcripts, of which some are conserved with VZV. Furthermore, we characterized the SVV homologue of the VZV latency-associated transcript (VLT), that, similar its VZV homologue is located antisense the immediate-early gene ORF61, multiply spliced and exists in many different isoforms during lytic infection, whereas a single dominant form is found during in vivo latency. In summary, this works contributes to understanding the molecular biology of SVV infection, thereby providing a solid basis for further studies into the pathogenesis of lytic and latent infection of both SVV and VZV."	""	"ERS7635978"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX6376328"	"SAMEA9957674"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"240"	"1725781"	"4512"	"265104461"	"91"	"9261467"	"996"	"594388981"	"Illumina MiSeq"	"PAIRED"	"RANDOM"	"GENOMIC"	"EMC1-VLTd1aa"	"ILLUMINA"	"ERP126789"	"2021-09-28T00:00:00"	"1223"	"600"	"2226"	""	""	"22"	"0.98"	"1"	"0.66"	"1"
"SRR4019631"	"1"	"PRJNA338650"	"SAMN05560322"	"Cell responses to dysregulated VZV-induced cell-cell fusion"	"The highly conserved herpesvirus glycoprotein complex, gB/gH-gL, mediates membrane fusion during virion entry and cell-cell fusion.  Varicella-zoster virus (VZV) characteristically forms multi-nucleated cells, or syncytia, during the infection of human tissues but little is known about this process.  The cytoplasmic domain of VZV gB (gBcyt) has been implicated in cell-cell fusion regulation because a gB[Y881F] substitution causes hyperfusion.  The gBcyt regulation is necessary for VZV pathogenesis as the hyperfusogenic mutant gB[Y881F] is severely attenuated in human skin xenografts.  In this study, gBcyt regulated fusion was investigated by comparing melanoma cells infected with wild type-like VZV or hyperfusogenic mutants.  The gB[Y881F] mutant exhibited dramatically accelerated syncytia formation in melanoma cells caused by fusion of infected cells with many uninfected cells, increased cytoskeleton reorganization and rapid displacement of nuclei to dense central structures when compared to pOka using live cell confocal microscopy.  VZV and human transcriptomes were concurrently investigated using RNA-seq to identify viral and cellular responses induced when the gBcyt regulation was disrupted by the gB[Y881F] substitution.  The expression of four vital VZV genes, ORF61 and glycoproteins, gC, gE and gI, was significantly reduced at 36 hours post infection for the hyperfusogenic mutants.  Importantly, hierarchical clustering demonstrated an association of differential gene expression with dysregulated gBcyt-mediated fusion.  A subset of Ras GTPase genes linked to membrane remodeling were upregulated in cells infected with the hyperfusogenic mutants.  These data implicate the gBcyt in the regulation gB fusion function that, if unmodulated, triggers cellular processes leading to hyperfusion that attenuates VZV infection.Overall design: Biological duplicates from 3 time points (12, 24 and 36 hours post infection) of uninfected MeWo cells or MeWo cells infected with varicella-zoster virus strain pOka or mutants gB[Y881F], gB[Y920F] or gB[Y881/920F]"	"PubMed:27795423"	"SRS1610275"	"RNA-Seq"	"GEO"	"SRX2013152"	"GSM2267765"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"607"	"36568"	"9929"	"13179656"	"56"	"898004"	"3083"	"53738652"	"Illumina HiSeq 2000"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP081284"	"2017-03-01T00:00:00"	"559"	"51"	"878"	""	""	"0"	""	""	""	""
"SRR11035965"	"1"	"PRJNA605297"	"SAMN14053358"	"Human alphaherpesvirus 3 sequencing"	"Metagenomic sequencing of a patient with central nervous system infection with Human alphaherpesvirus 3"	""	"SRS6114698"	"WGA"	"BGI"	"SRX7688224"	"18S4055463"	"Human alphaherpesvirus 3"	"118.76598"	"32.04978"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [116.38765, 39.90657], ""geo_loc_name"": [""118.76598"", ""32.04978""]}"	""	""	""	""	""	""	""	""	"14706"	"28"	"32126"	"117356"	"2765"	"235"	"11968"	"124634"	"BGISEQ-500"	"SINGLE"	"RANDOM"	"METAGENOMIC"	"18S4055463"	"BGISEQ"	"SRP247533"	"2020-02-08T00:00:00"	"2"	"50"	"4"	"Pathogen.cl"	"2019-01-31"	"3"	"1"	"1"	"1"	"1"
"SRR23244953"	"1"	"PRJNA928395"	"SAMN32930957"	"Gene expression based molecular test as diagnostic aid for the differential diagnosis of psoriasis and eczema in formalin fixed and paraffin embedded tissue, microbiopsies and tape strips"	"Development of a real-time PCR based molecular classifier to distinguish psoriasis from eczema in FFPE-fixed skin samples and evaluation of the use of minimally invasive microbiopsies and tape strips for molecular diagnosis.Overall design: Performing gene expression analysis using data obtained from RNA-seq of macrobiopsies and microbiopsies of eczema and psoriasis patients"	"PubMed:36889660"	"SRS16601520"	"RNA-Seq"	"ZAUM – CENTER OF ALLERGY AND ENVIRONMENT, TECHNICAL UNIVERSITY OF MUNICH AND HELMHOLTZ CENTER MUNICH"	"SRX19190955"	"GSM6996028"	"Homo sapiens"	""	""	""	""	"condition"	"psoriasis"	"psoriasis"	"DOID_8893"	""	""	""	""	"220"	"587825"	"11536"	"90089650"	"117"	"3612949"	"2060"	"283252176"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"GSM6996028"	"ILLUMINA"	"SRP419280"	"2023-03-01T00:00:00"	"533"	"272"	"1328"	""	""	"0"	""	""	""	""
"ERR244038"	"1"	"PRJEB2768"	"SAMEA1709593"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074860"	"WGS"	"SC"	"ERX218572"	"SAMEA1709593"	"human gammaherpesvirus 4"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"162"	"7953"	"3169"	"779151"	"39"	"279606"	"444"	"11839185"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674236"	"ILLUMINA"	"ERP001026"	"2013-03-23T00:00:00"	"124"	"200"	"186"	""	""	"37"	"0.98"	"1"	"0.6"	"1"
"SRR15524207"	"1"	"PRJNA734644"	"SAMN20822608"	"Raw sequence reads for human plasma cfDNA samples positive with multiple DNA viruses"	"Fragment size-based enrichment of viral sequences in plasma cell-free DNA"	"PMC:9127460"	"SRS9837253"	"WGS"	"UNIVERSITY OF WASHINGTON"	"SRX11822954"	"VZV043"	"Human alphaherpesvirus 3"	"-122.32945"	"47.60357"	"geo_loc_name"	"{""geo_loc_name_sam"": [-122.32945, 47.60357], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"32"	"259419"	"3012"	"9314439"	"41"	"12479625"	"587"	"500964926"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"=LEFT(L20,FIND(""_"",L20)-1)"	"ILLUMINA"	"SRP333243"	"2021-08-19T00:00:00"	"1548"	"102"	"5412"	"Pathogen.cl"	""	"7"	"0.92"	"1"	"0.53"	"1"
"SRR4098584"	"1"	"PRJNA324581"	"SAMN05713719"	"Clinical sequencing Metagenome Metagenomic assembly"	"Metagenomic sequencing of samplings from clinical infections. Sample types include stool, nasopharynx, skin, etc."	""	"SRS1658284"	"OTHER"	"THE GENOME INSTITUTE AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE"	"SRX2067121"	"H_LA-CC25-1"	"viral metagenome"	"-90.19956"	"38.62775"	"geo_loc_name"	"{""geo_loc_name_sam"": [-90.19956, 38.62775], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"456"	"1834"	"3425"	"274651"	"47"	"296296"	"1231"	"12523794"	"Illumina HiSeq 2500"	"PAIRED"	"Hybrid Selection"	"METAGENOMIC"	"H_LA-CC25-1"	"ILLUMINA"	"SRP083744"	"2017-09-01T00:00:00"	"88"	"237"	"278"	"Metagenome or environmental"	""	"7"	"0.87"	"1"	"0.53"	"1"
